sno,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
8211,24-Oct,360.485,survived,airbag,belted,1,m,63,2002,1996,deploy,driver,1,1,41:29:01
8212,24-Oct,186.548,survived,none,belted,0,m,64,2002,1992,unavail,driver,0,0,41:32:01
8213,24-Oct,186.548,survived,none,belted,1,f,57,2002,1989,unavail,driver,0,2,41:32:02
8214,25-39,186.548,survived,none,none,1,f,20,2002,1987,unavail,driver,0,2,41:33:01
8215,40-54,18.826,survived,airbag,belted,1,m,20,2002,2001,deploy,driver,1,3,41:35:01
8216,40-54,47.854,survived,none,none,1,m,25,2002,1985,unavail,driver,0,3,41:37:01
8217,40-54,47.854,survived,airbag,belted,0,m,35,2002,2002,deploy,driver,1,0,41:37:02
8218,25-39,47.854,survived,airbag,belted,0,f,27,2002,1999,nodeploy,driver,0,0,41:37:03
8219,24-Oct,18.826,survived,none,belted,1,m,45,2002,1991,unavail,driver,0,2,41:40:01
8220,24-Oct,18.826,survived,airbag,belted,0,f,45,2002,2000,nodeploy,driver,0,3,41:40:02
8221,24-Oct,18.826,survived,airbag,belted,0,f,45,2002,2000,nodeploy,pass,0,3,41:40:02
8222,25-39,18.826,survived,airbag,belted,1,m,38,2002,2001,deploy,driver,1,0,41:42:01
8223,25-39,18.826,survived,airbag,belted,0,f,33,2002,2002,nodeploy,driver,0,3,41:42:02
8224,25-39,18.826,survived,airbag,belted,0,f,29,2002,2002,nodeploy,pass,0,2,41:42:02
8225,24-Oct,18.826,survived,none,belted,0,m,32,2002,1993,unavail,driver,0,0,41:42:03
8226,24-Oct,18.826,survived,none,belted,0,m,17,2002,1993,unavail,pass,0,0,41:42:03
8227,24-Oct,18.826,survived,none,belted,0,m,48,2002,1984,unavail,driver,0,0,41:43:01
8228,24-Oct,18.826,survived,airbag,belted,1,f,50,2002,1999,nodeploy,driver,0,3,41:43:02
8229,24-Oct,18.826,survived,airbag,belted,1,f,37,2002,1999,nodeploy,pass,0,3,41:43:02
8230,24-Oct,263.74,survived,airbag,belted,0,m,38,2002,2000,nodeploy,driver,0,1,41:44:01
8231,24-Oct,1938.832,survived,airbag,belted,1,m,36,2002,1993,deploy,driver,1,2,41:45:01
8232,40-54,22.539,Not_Survived,airbag,none,0,m,32,2002,2000,nodeploy,driver,0,4,41:49:01
8233,40-54,22.539,survived,airbag,none,0,m,38,2002,2000,nodeploy,pass,0,2,41:49:01
8234,25-39,277.861,survived,airbag,belted,0,f,18,2002,1995,nodeploy,driver,0,3,41:50:01
8235,24-Oct,277.861,survived,airbag,belted,1,f,33,2002,2000,deploy,driver,1,1,41:50:02
8236,24-Oct,277.861,survived,none,belted,1,f,34,2002,2000,unavail,pass,0,1,41:50:02
8237,25-39,61.039,survived,airbag,belted,1,f,54,2002,1996,deploy,driver,1,2,41:51:01
8238,25-39,61.039,survived,airbag,belted,0,f,34,2002,1996,nodeploy,driver,0,3,41:51:02
8239,24-Oct,19.296,survived,airbag,belted,0,m,19,2002,1997,nodeploy,driver,0,3,41:52:01
8240,24-Oct,19.296,survived,airbag,belted,0,m,21,2002,1997,nodeploy,pass,0,1,41:52:01
8241,25-39,504.965,survived,airbag,none,1,f,43,2002,1999,deploy,driver,1,0,41:53:01
8242,25-39,32.649,survived,airbag,none,1,f,17,2002,2002,deploy,driver,1,3,41:54:02
8243,25-39,19.521,survived,airbag,belted,0,m,29,2002,1998,deploy,driver,1,1,41:55:02
8244,25-39,19.521,survived,airbag,belted,0,f,29,2002,1998,deploy,pass,1,1,41:55:02
8245,24-Oct,19.521,survived,airbag,belted,0,m,40,2002,1996,deploy,driver,1,1,41:57:01
8246,25-39,19.521,survived,none,none,1,m,27,2002,1993,unavail,driver,0,3,41:57:02
8247,25-39,19.521,survived,none,none,1,m,33,2002,1993,unavail,pass,0,3,41:57:02
8248,25-39,19.296,survived,airbag,none,1,m,28,2002,1994,deploy,driver,1,3,41:58:01
8249,24-Oct,18.826,survived,airbag,belted,1,m,29,2002,1999,deploy,driver,1,3,41:59:01
8250,24-Oct,18.826,survived,airbag,none,0,m,42,2002,1997,nodeploy,driver,0,0,41:59:02
8251,25-39,19.296,survived,airbag,belted,1,m,38,2002,2000,deploy,driver,1,0,41:61:1
8252,25-39,19.296,survived,none,none,0,f,36,2002,1987,unavail,driver,0,3,41:61:2
8253,25-39,19.296,survived,airbag,belted,0,f,44,2002,2000,deploy,driver,1,1,41:61:3
8254,25-39,52.228,survived,none,belted,1,m,20,2002,1989,unavail,driver,0,2,41:62:2
8255,25-39,52.228,survived,none,none,1,m,24,2002,1989,unavail,pass,0,3,41:62:2
8256,25-39,44.303,survived,airbag,belted,0,m,72,2002,1998,deploy,driver,1,2,41:65:1
8257,25-39,44.303,survived,airbag,belted,0,f,72,2002,1998,deploy,pass,1,3,41:65:1
8258,25-39,44.303,survived,airbag,belted,1,m,68,2002,1996,deploy,driver,1,3,41:65:2
8259,40-54,44.303,survived,airbag,belted,1,m,41,2002,1999,deploy,driver,1,0,41:67:2
8260,24-Oct,517.712,survived,airbag,belted,1,f,47,2002,2002,nodeploy,driver,0,0,41:69:1
8261,25-39,18.826,survived,none,none,1,m,44,2002,1988,unavail,driver,0,2,41:70:1
8262,24-Oct,18.826,survived,airbag,belted,0,m,41,2002,2002,nodeploy,driver,0,3,41:70:2
8263,24-Oct,19.296,survived,airbag,belted,0,f,41,2002,1992,nodeploy,driver,0,3,41:71:2
8264,24-Oct,19.296,survived,airbag,none,0,f,49,2002,1992,nodeploy,pass,0,2,41:71:2
8265,25-39,22.539,Not_Survived,airbag,none,1,m,61,2002,1996,deploy,driver,1,4,41:74:1
8266,40-54,18.826,survived,airbag,none,0,f,19,2002,1999,deploy,driver,1,3,41:75:1
8267,25-39,18.826,survived,airbag,belted,1,f,40,2002,2002,deploy,driver,1,3,41:75:2
8268,40-54,19.296,survived,airbag,belted,1,m,87,2002,1995,deploy,driver,1,3,41:76:1
8269,25-39,19.296,survived,airbag,none,0,m,42,2002,2003,nodeploy,driver,0,3,41:76:3
8270,1-9km/h,2068.875,survived,none,belted,1,m,50,2002,1990,unavail,driver,0,0,41:78:1
8271,24-Oct,310.853,survived,airbag,belted,0,f,83,2002,1992,deploy,driver,1,1,41:81:1
8272,24-Oct,310.853,Not_Survived,none,belted,0,m,89,2002,1992,unavail,pass,0,4,41:81:1
8273,24-Oct,937.89,survived,airbag,belted,1,m,38,2002,1998,nodeploy,driver,0,0,41:82:1
8274,24-Oct,21.112,survived,airbag,belted,1,m,45,2002,2001,deploy,driver,1,3,41:85:1
8275,25-39,21.112,survived,airbag,belted,0,f,44,2002,1996,nodeploy,driver,0,1,41:86:1
8276,25-39,151.473,survived,airbag,belted,1,m,33,2002,1993,deploy,driver,1,3,41:87:1
8277,25-39,151.473,survived,none,belted,1,f,29,2002,1993,unavail,pass,0,1,41:87:1
8278,24-Oct,2069.945,survived,airbag,none,1,m,20,2002,2002,deploy,driver,1,1,41:91:1
8279,24-Oct,18.826,survived,airbag,belted,1,m,18,2002,1993,deploy,driver,1,1,41:92:1
8280,25-39,18.826,survived,airbag,none,0,m,19,2002,2000,deploy,driver,1,3,41:92:2
8281,25-39,18.826,survived,airbag,belted,1,f,40,2002,2001,deploy,driver,1,3,41:94:1
8282,25-39,18.826,survived,airbag,belted,1,f,45,2002,2001,deploy,pass,1,0,41:94:1
8283,24-Oct,18.826,survived,airbag,belted,0,m,58,2002,2002,nodeploy,driver,0,0,41:94:2
8284,24-Oct,18.826,survived,airbag,belted,0,f,56,2002,2002,nodeploy,pass,0,0,41:94:2
8285,25-39,266.445,survived,none,belted,0,m,32,2002,1989,unavail,driver,0,3,41:98:1
8286,24-Oct,18.826,survived,none,none,0,m,40,2002,1988,unavail,driver,0,3,41:101:1
8287,25-39,18.826,survived,airbag,belted,0,m,82,2002,1999,deploy,driver,1,3,41:102:1
8288,24-Oct,18.826,survived,none,belted,1,m,45,2002,1992,unavail,driver,0,0,41:102:2
8289,25-39,916.885,survived,none,belted,1,m,21,2002,1988,unavail,driver,0,0,41:105:1
8290,25-39,31.131,survived,airbag,none,1,f,36,2002,1997,deploy,driver,1,3,41:108:1
8291,24-Oct,129.726,survived,airbag,belted,1,f,46,2002,2001,deploy,driver,1,0,41:109:1
8292,25-39,363.781,survived,none,belted,0,f,43,2002,1993,unavail,driver,0,2,41:110:2
8293,40-54,27.195,survived,none,none,1,m,41,2002,1989,unavail,driver,0,3,41:111:1
8294,55+,27.195,survived,airbag,belted,0,f,21,2002,2001,deploy,driver,1,3,41:111:2
8295,40-54,16.26,survived,airbag,none,0,f,68,2002,1994,deploy,driver,1,3,41:113:1
8296,24-Oct,26.435,survived,airbag,belted,1,m,43,2002,1996,deploy,driver,1,0,41:115:1
8297,24-Oct,26.435,survived,none,belted,1,m,41,2002,1996,unavail,pass,0,3,41:115:1
8298,24-Oct,18.826,survived,airbag,none,1,m,23,2002,1996,deploy,driver,1,1,41:118:1
8299,24-Oct,18.826,survived,airbag,none,1,f,23,2002,1996,deploy,pass,1,1,41:118:1
8300,24-Oct,18.826,survived,airbag,belted,0,f,53,2002,2003,nodeploy,driver,0,3,41:118:2
8301,24-Oct,52.871,survived,airbag,belted,0,m,68,2002,1998,deploy,driver,1,1,41:119:1
8302,24-Oct,52.871,survived,airbag,none,1,m,64,2002,1992,deploy,driver,1,3,41:119:2
8303,24-Oct,52.871,survived,none,none,1,f,64,2002,1992,unavail,pass,0,3,41:119:2
8304,24-Oct,536.809,survived,none,none,1,m,63,2002,1988,unavail,driver,0,1,41:121:2
8305,25-39,1619.634,survived,none,belted,1,m,25,2002,1993,unavail,driver,0,1,41:122:1
8306,24-Oct,1619.634,survived,airbag,belted,0,m,27,2002,1998,nodeploy,driver,0,1,41:122:2
8307,25-39,25.085,survived,airbag,belted,0,f,36,2002,1994,deploy,driver,1,3,41:123:1
8308,25-39,25.085,survived,airbag,belted,1,f,45,2002,2002,deploy,driver,1,0,41:123:2
8309,25-39,25.085,survived,airbag,belted,1,m,45,2002,2002,deploy,pass,1,0,41:123:2
8310,25-39,104.531,survived,airbag,belted,1,f,18,2002,2001,deploy,driver,1,2,41:124:1
8311,24-Oct,18.826,survived,airbag,belted,0,m,18,2002,1994,nodeploy,driver,0,1,41:127:1
8312,24-Oct,18.826,survived,airbag,belted,1,m,46,2002,1999,deploy,driver,1,3,41:127:2
8313,25-39,18.826,survived,airbag,belted,0,f,24,2002,1992,nodeploy,driver,0,0,41:128:1
8314,25-39,152.24,survived,airbag,none,1,m,24,2002,2000,deploy,driver,1,2,41:129:1
8315,24-Oct,370.934,survived,airbag,none,0,m,19,2002,1992,nodeploy,driver,0,1,41:130:1
8316,24-Oct,370.934,survived,airbag,none,0,m,19,2002,1992,nodeploy,pass,0,0,41:130:1
8317,25-39,22.539,survived,airbag,belted,0,f,17,2002,2001,nodeploy,driver,0,4,41:132:1
8318,25-39,18.826,survived,airbag,belted,1,f,39,2002,1999,deploy,driver,1,3,41:133:1
8319,24-Oct,429.381,survived,airbag,none,0,f,43,2002,2000,deploy,driver,1,2,41:135:1
8320,24-Oct,429.381,survived,airbag,belted,1,f,47,2002,1995,deploy,driver,1,0,41:135:2
8321,24-Oct,429.381,survived,airbag,belted,1,m,16,2002,1995,deploy,pass,1,0,41:135:2
8322,25-39,18.826,survived,airbag,belted,1,f,39,2002,2003,deploy,driver,1,3,41:137:1
8323,25-39,24.743,survived,airbag,belted,0,m,27,2002,2002,nodeploy,driver,0,3,41:140:2
8324,25-39,24.743,survived,airbag,none,0,f,18,2002,2002,nodeploy,pass,0,3,41:140:2
8325,24-Oct,19.65,survived,airbag,belted,1,f,32,2002,1993,deploy,driver,1,3,41:143:1
8326,24-Oct,19.65,survived,airbag,belted,1,f,82,2002,1994,nodeploy,driver,0,3,41:143:2
8327,55+,19.65,survived,airbag,none,1,f,43,2002,1998,deploy,driver,1,3,41:144:1
8328,24-Oct,130.61,survived,airbag,belted,0,f,54,2002,1998,nodeploy,driver,0,3,41:147:1
8329,25-39,394.072,survived,airbag,belted,1,m,53,2002,1998,nodeploy,driver,0,2,41:149:1
8330,40-54,18.826,survived,airbag,none,1,m,50,2002,2002,deploy,driver,1,3,41:150:1
8331,25-39,18.826,survived,airbag,belted,0,m,26,2002,2002,nodeploy,driver,0,2,41:151:1
8332,25-39,18.826,survived,airbag,belted,1,m,52,2002,1993,deploy,driver,1,1,41:151:2
8333,25-39,18.826,survived,none,none,1,m,47,2002,1993,unavail,pass,0,3,41:151:2
8334,55+,649.395,survived,airbag,belted,1,m,22,2002,2001,deploy,driver,1,1,41:153:1
8335,25-39,19.296,survived,airbag,belted,0,m,48,2002,1995,deploy,driver,1,3,41:157:1
8336,25-39,19.296,survived,airbag,belted,0,f,48,2002,1995,deploy,pass,1,3,41:157:1
8337,24-Oct,19.296,survived,airbag,none,1,m,47,2002,1997,deploy,driver,1,0,41:157:2
8338,24-Oct,19.296,survived,airbag,belted,1,f,36,2002,1997,deploy,pass,1,2,41:157:2
8339,25-39,148.193,survived,none,none,1,m,42,2002,1989,unavail,driver,0,3,41:158:2
8340,55+,19.296,survived,airbag,belted,1,f,57,2002,1994,deploy,driver,1,3,41:159:1
8341,24-Oct,255.549,survived,airbag,belted,1,m,18,2002,2000,deploy,driver,1,0,41:161:1
8342,24-Oct,49.14,survived,airbag,belted,0,f,57,2002,1995,deploy,driver,1,3,41:165:2
8343,24-Oct,19.296,survived,airbag,belted,1,f,37,2002,1994,deploy,driver,1,3,41:167:1
8344,25-39,19.296,survived,none,none,0,m,29,2002,1994,unavail,driver,0,3,41:167:2
8345,1-9km/h,29.153,survived,airbag,belted,0,f,42,2002,1999,nodeploy,driver,0,3,41:168:2
8346,40-54,252.542,survived,airbag,belted,0,f,41,2002,1990,nodeploy,driver,0,2,41:169:1
8347,24-Oct,252.542,survived,airbag,none,1,f,32,2002,2001,nodeploy,driver,0,2,41:169:2
8348,24-Oct,1,survived,airbag,belted,1,m,23,2002,1999,nodeploy,driver,0,3,42:03:02
8349,25-39,1,survived,airbag,belted,1,f,19,2002,2001,deploy,driver,1,2,42:04:01
8350,25-39,1,survived,airbag,none,1,m,29,2002,2000,deploy,driver,1,3,42:07:02
8351,25-39,1,survived,airbag,none,1,f,38,2002,2000,deploy,pass,1,2,42:07:02
8352,40-54,1,survived,airbag,belted,1,f,43,2002,2000,deploy,driver,1,3,42:08:02
8353,40-54,1,survived,airbag,belted,1,f,40,2002,2000,deploy,pass,1,3,42:08:02
8354,24-Oct,1,survived,airbag,belted,0,m,71,2002,2000,nodeploy,driver,0,0,42:13:01
8355,24-Oct,1,survived,airbag,belted,0,f,66,2002,2000,nodeploy,pass,0,1,42:13:01
8356,1-9km/h,1,survived,airbag,belted,1,f,38,2002,1993,nodeploy,driver,0,0,42:15:02
8357,40-54,1,survived,airbag,belted,1,f,19,2002,2002,deploy,driver,1,3,42:19:01
8358,24-Oct,1,survived,airbag,belted,1,m,35,2002,2002,deploy,driver,1,2,42:22:01
8359,24-Oct,1,survived,airbag,belted,0,f,49,2002,1999,deploy,driver,1,3,42:22:02
8360,24-Oct,1,survived,airbag,belted,1,m,40,2002,2001,deploy,driver,1,3,42:23:01
8361,24-Oct,1,survived,airbag,belted,1,f,20,2002,2001,deploy,pass,1,2,42:23:01
8362,24-Oct,1,survived,none,belted,0,f,32,2002,1991,unavail,driver,0,3,42:25:02
8363,24-Oct,1,survived,airbag,none,1,f,27,2002,2002,deploy,driver,1,1,42:28:01
8364,24-Oct,1,survived,airbag,belted,1,f,51,2002,2002,deploy,pass,1,3,42:28:01
8365,40-54,1,survived,airbag,belted,1,f,19,2002,2001,deploy,driver,1,1,42:32:01
8366,24-Oct,5.051,survived,airbag,belted,0,f,30,2002,1999,nodeploy,driver,0,2,42:35:01
8367,24-Oct,5.051,survived,airbag,belted,0,f,25,2002,1999,nodeploy,pass,0,1,42:35:01
8368,25-39,1,survived,airbag,none,1,m,18,2002,2001,deploy,driver,1,2,42:36:01
8369,55+,7.338,survived,airbag,none,1,m,38,2002,1999,deploy,driver,1,3,42:37:02
8370,24-Oct,3.366,survived,airbag,none,0,f,48,2002,2001,nodeploy,driver,0,3,42:44:01
8371,24-Oct,3.366,survived,airbag,none,1,f,25,2002,2000,deploy,driver,1,3,42:44:02
8372,24-Oct,3.366,survived,airbag,none,1,f,38,2002,2000,deploy,pass,1,3,42:44:02
8373,24-Oct,5.53,survived,airbag,none,1,f,40,2002,2000,deploy,driver,1,1,42:47:01
8374,25-39,5.53,survived,airbag,none,1,m,20,2002,1998,deploy,driver,1,3,42:47:02
8375,24-Oct,5.53,survived,airbag,belted,1,m,37,2002,1999,deploy,driver,1,1,42:48:03
8376,24-Oct,3.409,survived,airbag,none,1,m,38,2002,2001,deploy,driver,1,1,42:49:01
8377,25-39,4.335,survived,airbag,belted,0,f,61,2002,2000,deploy,driver,1,2,42:50:01
8378,40-54,4.335,survived,airbag,belted,1,f,20,2002,2000,deploy,driver,1,3,42:50:02
8379,24-Oct,22.33,survived,airbag,none,1,f,52,2002,1999,nodeploy,driver,0,0,42:56:01
8380,24-Oct,70.302,survived,airbag,belted,1,m,44,2002,2000,nodeploy,driver,0,1,42:57:02
8381,25-39,70.302,survived,airbag,belted,1,m,20,2002,2000,deploy,driver,1,2,42:58:01
8382,25-39,70.302,survived,airbag,belted,1,m,20,2002,2000,deploy,pass,1,2,42:58:01
8383,24-Oct,3.366,survived,airbag,belted,0,m,39,2002,1997,nodeploy,driver,0,3,42:59:01
8384,24-Oct,3.366,survived,airbag,belted,0,f,22,2002,1997,nodeploy,pass,0,2,42:59:01
8385,24-Oct,3.366,survived,airbag,none,1,m,30,2002,2001,nodeploy,driver,0,3,42:59:02
8386,24-Oct,5.183,survived,airbag,belted,1,f,78,2002,2001,deploy,driver,1,3,42:66:1
8387,24-Oct,5.183,survived,airbag,none,1,f,62,2002,2001,deploy,pass,1,3,42:66:1
8388,24-Oct,30.182,survived,airbag,belted,1,f,20,2002,2001,deploy,driver,1,2,42:69:1
8389,24-Oct,30.182,survived,airbag,none,1,f,18,2002,2001,deploy,pass,1,2,42:69:1
8390,24-Oct,21.109,survived,airbag,belted,1,f,36,2002,2002,deploy,driver,1,0,42:71:1
8391,24-Oct,21.109,survived,airbag,none,1,m,25,2002,2002,deploy,driver,1,2,42:72:1
8392,25-39,8.702,survived,airbag,belted,1,m,36,2002,2001,deploy,driver,1,3,42:76:3
8393,25-39,8.702,survived,airbag,none,1,f,26,2002,2001,deploy,pass,1,3,42:76:3
8394,55+,3.366,survived,airbag,belted,1,m,37,2002,2001,deploy,driver,1,3,42:77:1
8395,1-9km/h,53.227,survived,airbag,belted,1,m,71,2002,1998,nodeploy,driver,0,0,42:78:1
8396,1-9km/h,53.227,survived,airbag,belted,1,f,80,2002,1998,nodeploy,pass,0,,42:78:1
8397,24-Oct,53.227,survived,airbag,belted,1,m,20,2002,2000,nodeploy,driver,0,0,42:78:2
8398,24-Oct,4.59,survived,airbag,belted,1,f,41,2002,1997,deploy,driver,1,3,42:80:1
8399,24-Oct,4.59,survived,airbag,belted,0,f,43,2002,2002,nodeploy,driver,0,2,42:80:2
8400,24-Oct,132.137,survived,airbag,belted,0,f,37,2002,1999,nodeploy,driver,0,2,42:81:1
8401,24-Oct,132.137,survived,airbag,belted,0,f,34,2002,1999,nodeploy,pass,0,2,42:81:1
8402,24-Oct,132.137,survived,airbag,none,0,f,33,2002,2002,nodeploy,driver,0,2,42:81:2
8403,24-Oct,132.137,survived,airbag,belted,0,m,43,2002,2002,nodeploy,pass,0,2,42:81:2
8404,25-39,8.66,survived,airbag,belted,1,f,43,2002,2001,deploy,driver,1,2,42:85:1
8405,40-54,8.66,survived,airbag,belted,0,m,37,2002,1999,nodeploy,driver,0,3,42:85:2
8406,40-54,8.66,survived,airbag,belted,0,f,35,2002,1999,nodeploy,pass,0,1,42:85:2
8407,24-Oct,18.345,survived,none,belted,1,m,27,2002,1987,unavail,driver,0,0,42:87:2
8408,24-Oct,18.345,survived,airbag,none,1,f,39,2002,1999,deploy,driver,1,2,42:88:2
8409,25-39,57.755,survived,airbag,none,1,m,46,2002,2000,deploy,driver,1,0,42:89:1
8410,25-39,57.755,survived,airbag,none,1,m,17,2002,2000,deploy,pass,1,0,42:89:1
8411,24-Oct,3.366,survived,airbag,belted,1,f,19,2002,2002,deploy,driver,1,3,42:93:1
8412,24-Oct,18.752,survived,airbag,belted,1,f,25,2002,2000,nodeploy,driver,0,1,42:94:1
8413,24-Oct,59.035,survived,airbag,belted,0,f,62,2002,2000,nodeploy,driver,0,2,42:96:1
8414,24-Oct,18.066,survived,airbag,belted,0,f,20,2002,1996,nodeploy,driver,0,0,42:97:1
8415,24-Oct,13.361,survived,airbag,none,1,m,34,2002,2001,deploy,driver,1,3,42:99:2
8416,25-39,8.294,survived,airbag,none,1,f,44,2002,2001,deploy,driver,1,3,42:103:1
8417,24-Oct,8.294,survived,airbag,belted,1,m,50,2002,1998,deploy,driver,1,3,42:103:2
8418,25-39,3.629,survived,airbag,none,0,m,36,2002,2000,deploy,driver,1,3,42:104:1
8419,25-39,3.629,survived,airbag,none,1,m,22,2002,2002,deploy,driver,1,3,42:104:2
8420,25-39,3.629,survived,airbag,belted,1,f,43,2002,1999,deploy,driver,1,3,42:105:1
8421,24-Oct,64.726,survived,none,belted,0,f,43,2002,1991,unavail,driver,0,0,42:107:1
8422,24-Oct,64.726,survived,airbag,belted,1,m,21,2002,2001,deploy,driver,1,1,42:107:2
8423,24-Oct,64.726,survived,airbag,belted,1,f,30,2002,1999,deploy,driver,1,1,42:108:1
8424,25-39,11.999,survived,airbag,none,1,m,19,2002,2002,deploy,driver,1,2,42:109:1
8425,24-Oct,11.999,survived,airbag,none,1,f,28,2002,1999,deploy,driver,1,2,42:110:1
8426,24-Oct,3.409,Not_Survived,airbag,none,1,m,46,2002,2001,deploy,driver,1,4,42:115:1
8427,24-Oct,3.366,survived,airbag,belted,0,m,77,2002,2002,deploy,driver,1,3,42:116:2
8428,24-Oct,19.371,survived,none,none,0,m,20,2002,1992,unavail,driver,0,0,42:118:1
8429,24-Oct,19.371,survived,none,none,0,m,26,2002,1992,unavail,pass,0,1,42:118:1
8430,24-Oct,19.371,survived,airbag,none,1,f,20,2002,1996,deploy,driver,1,1,42:118:2
8431,24-Oct,19.371,survived,airbag,none,1,f,22,2002,1996,deploy,pass,1,1,42:118:2
8432,24-Oct,60.986,survived,airbag,none,1,m,24,2002,2001,deploy,driver,1,1,42:120:2
8433,24-Oct,3.366,survived,airbag,none,0,m,41,2002,1999,nodeploy,driver,0,0,42:121:1
8434,24-Oct,3.366,survived,airbag,none,1,f,28,2002,2000,deploy,driver,1,3,42:122:1
8435,24-Oct,3.366,survived,airbag,none,1,m,17,2002,1997,deploy,driver,1,2,42:122:2
8436,24-Oct,32.324,survived,airbag,belted,1,m,36,2002,2003,deploy,driver,1,1,42:128:3
8437,24-Oct,32.324,survived,airbag,belted,1,f,26,2002,2003,deploy,pass,1,0,42:128:3
8438,40-54,3.366,survived,airbag,belted,0,m,30,2002,1999,nodeploy,driver,0,3,42:130:1
8439,40-54,3.366,survived,airbag,belted,0,m,54,2002,1999,nodeploy,pass,0,2,42:130:1
8440,24-Oct,52.305,survived,airbag,none,1,m,63,2002,1999,deploy,driver,1,1,42:133:1
8441,40-54,5.742,survived,airbag,none,1,m,62,2002,1996,deploy,driver,1,3,42:135:1
8442,24-Oct,165.324,survived,airbag,belted,1,f,28,2002,2002,deploy,driver,1,1,42:136:2
8443,24-Oct,3.366,survived,airbag,belted,1,m,42,2002,2001,deploy,driver,1,3,42:137:1
8444,24-Oct,3.366,survived,airbag,belted,1,m,40,2002,2001,deploy,pass,1,0,42:137:1
8445,24-Oct,3.366,survived,airbag,belted,0,m,33,2002,2003,nodeploy,driver,0,0,42:138:1
8446,24-Oct,3.366,survived,airbag,belted,0,f,28,2002,2003,nodeploy,pass,0,1,42:138:1
8447,24-Oct,3.366,survived,airbag,belted,1,f,22,2002,2002,deploy,driver,1,1,42:138:2
8448,24-Oct,3.366,survived,airbag,none,1,f,25,2002,2002,deploy,pass,1,1,42:138:2
8449,25-39,6.83,survived,airbag,none,1,f,30,2002,2002,deploy,driver,1,3,42:140:1
8450,55+,3.366,survived,airbag,none,1,m,22,2002,1998,deploy,driver,1,3,42:141:1
8451,55+,3.409,Not_Survived,airbag,none,1,m,34,2002,2002,deploy,driver,1,4,42:143:1
8452,25-39,6.542,survived,airbag,belted,0,f,18,2002,2002,deploy,driver,1,0,42:144:2
8453,25-39,6.542,survived,airbag,none,0,m,21,2002,2002,deploy,pass,1,3,42:144:2
8454,1-9km/h,29.757,survived,airbag,belted,1,f,31,2002,2000,nodeploy,driver,0,0,42:147:1
8455,1-9km/h,29.757,survived,airbag,belted,1,f,80,2002,2000,nodeploy,pass,0,2,42:147:1
8456,25-39,3.366,survived,airbag,none,1,f,22,2002,2000,nodeploy,driver,0,3,42:149:1
8457,25-39,3.366,survived,none,belted,0,m,22,2002,1985,unavail,driver,0,3,42:149:2
8458,25-39,3.366,survived,none,belted,0,f,18,2002,1985,unavail,pass,0,3,42:149:2
8459,24-Oct,375.267,survived,none,belted,0,m,34,2002,1979,unavail,driver,0,1,43:01:01
8460,24-Oct,375.267,survived,none,belted,0,m,36,2002,1979,unavail,pass,0,2,43:01:01
8461,24-Oct,375.267,survived,airbag,belted,1,m,24,2002,1998,deploy,driver,1,1,43:01:02
